id,x_e_out [-]
925,-0.155989945
926,0.061791699
928,-0.20827736
933,0.095915161
934,0.046360858
935,0.065027274
937,0.026417969
938,-0.145300537
939,-0.03837429
943,-0.122863576
950,-0.10016752
951,0.094406396
955,-0.209783494
960,0.089838244
961,-0.081493117
968,0.023290355
973,0.101679265
974,0.026558364
979,-0.074108563
982,0.099859387
984,-0.117524512
987,0.03784024
991,0.050098076
992,-0.154984832
993,-0.053058654
998,0.107916877
999,0.084499255
1003,-0.180679977
1006,0.027230879
1007,0.132690206
1010,0.035793271
1012,-0.018209348
1014,-0.08967413
1017,0.043497808
1019,0.069363281
1020,0.049382858
1022,0.058920927
1024,0.019754997
1026,0.077789903
1029,0.036805622
1030,0.049382597
1033,0.022348419
1036,-0.051706031
1038,0.090117119
1040,-0.219225839
1042,0.023648346
1044,-0.064334892
1046,-0.145730913
1050,-0.118624374
1056,0.082501747
1058,-0.011108879
1064,-0.163886577
1065,-0.064035095
1070,-0.029515008
1073,0.120554827
1075,0.128024563
1076,-0.063125223
1081,-0.265707731
1089,0.080694154
1092,-0.004393663
1097,-0.137568414
1100,-0.13066949
1101,-0.204762399
1102,-0.07995633
1103,-0.006422667
1108,-0.029868267
1112,0.0544267
1114,-0.077691816
1127,0.082543336
1129,0.115146779
1131,-0.004448272
1136,0.061179742
1137,-0.162104473
1139,-0.10895656
1149,-0.114382461
1150,-0.13196665
1158,-0.025735943
1161,0.024349883
1165,-0.039483063
1166,0.035273306
1168,0.103639692
1172,0.002673652
1173,-0.180789888
1174,0.007623971
1183,0.015552994
1190,-0.156405866
1192,-0.062871084
1198,0.064274475
1206,0.045277324
1208,-0.256018698
1209,-0.129658893
1210,-0.060187511
1211,0.064751327
1214,-0.242203966
1215,0.047484338
1219,0.07522016
1220,-0.052364141
1224,-0.139678419
1226,0.034947909
1228,0.042145491
1231,-0.087203249
1232,-0.133224368
1237,-0.017571872
1239,0.102540061
1242,-0.155992359
1243,0.05292733
1245,-0.086257003
1248,-0.189466715
1251,0.092101544
1259,-0.064497441
1261,-0.030317154
1265,-0.088923536
1267,0.054622989
1268,0.007353447
1273,-0.177262068
1274,0.183560148
1276,-0.117478326
1278,0.139943272
1280,0.102891579
1281,0.094989404
1295,0.080771461
1301,0.018782441
1306,0.135199696
1307,0.028334059
1312,0.033481658
1318,-0.173705697
1323,0.06572631
1324,0.058606863
1326,-0.062295742
1335,0.11720331
1337,-0.088480167
1339,-0.16358462
1340,0.057475001
1341,-0.112722963
1347,0.083603896
1355,-0.006594822
1357,-0.125162914
1360,0.094605438
1361,0.074128464
1365,-0.023586163
1369,0.027242864
1371,0.106386006
1374,0.017035477
1375,-0.035956759
1379,-0.083207548
1385,-0.089663073
1391,0.151510701
1396,0.06953261
1401,0.08300823
1402,-0.145178154
1407,0.08678773
1412,0.077
1413,0.098187186
1414,0.08974421
1427,-0.084875077
1429,-0.140914112
1435,-0.192467749
1436,-0.174555868
1438,0.045912571
1439,0.018726388
1445,0.125364155
1447,-0.174331218
1452,-0.031143248
1454,-0.004872732
1456,0.003700806
1461,0.027351931
1463,-0.162537515
1464,-0.193633765
1467,-0.199640751
1468,-0.061284129
1473,0.056824017
1474,0.101131767
1475,0.031753998
1476,-0.108235106
1478,-0.090420865
1481,-0.096191138
1482,-0.095430851
1485,-0.103464298
1487,0.164154232
1495,-0.013760392
1498,0.053224631
1502,0.004672725
1506,0.06856294
1508,0.095131114
1513,-0.194226682
1516,0.105058551
1518,0.105899483
1519,-0.113099061
1520,0.102350935
1522,0.036717348
1523,0.048111357
1525,0.080727853
1526,0.07922782
1529,0.135192513
1530,0.081753731
1531,0.069247901
1534,-0.091502137
1541,-0.02976259
1546,-0.085642964
1552,-0.119038567
1553,0.048660852
1554,-0.042685479
1555,0.031869866
1557,0.05562304
1559,0.102353007
1560,-0.091595538
1564,0.071527213
1565,0.130276486
1566,-0.215923131
1567,0.056346402
1569,-0.085340828
1573,-0.17648235
1585,0.11646571
1592,-0.056390621
1598,-0.052216113
1603,0.065392457
1606,-0.140508562
1608,-0.090562105
1609,-0.047630414
1613,-0.059436075
1619,-0.126256466
1623,0.097949192
1624,-0.011519634
1626,0.005948521
1629,-0.236705393
1631,-0.047717445
1635,-0.262855113
1641,-0.172266454
1644,-0.019035952
1645,0.024424039
1646,-0.142035618
1647,-0.084819287
1648,-0.112864569
1660,-0.045228317
1661,-0.193718329
1664,-0.280250251
1666,-0.010242756
1670,0.041016132
1671,0.01491111
1673,0.049017675
1677,-0.137819409
1678,-0.03055588
1683,-0.047029786
1688,0.10552647
1694,0.008312842
1696,0.073036715
1699,-0.160563841
1709,0.040031847
1711,0.122337267
1713,-0.141711444
1715,0.096320003
1716,0.075776346
1719,0.095934078
1720,-0.046738498
1723,-0.131803066
1728,0.098365709
1730,-0.099076964
1741,-0.124701902
1742,-0.066397198
1747,-0.040481851
1749,-0.239732668
1750,0.069019824
1751,0.085156083
1752,-0.10902819
1758,-0.297503293
1760,0.118494108
1761,-0.000827125
1763,-0.099044807
1770,-0.087162033
1772,0.096671537
1773,-0.309329987
1774,0.111628681
1777,-0.123188853
1778,0.090423055
1779,0.043327551
1781,-0.097584531
1782,-0.105000056
1783,-0.048889011
1789,0.109517902
1790,0.028797014
1791,-0.142088607
1794,-0.014074175
1801,-0.165683687
1802,0.020586718
1803,0.008759447
1804,-0.038013566
1805,-0.109859087
1806,-0.09161523
1809,0.061175741
1810,0.118870795
1812,0.021543439
1817,-0.034410816
1818,0.044601604
1832,0.014695531
1833,-0.017935373
1834,-0.064895637
1835,0.046121921
1837,-0.149144471
1840,0.081688873
1841,-0.208321482
1844,-0.021615267
1848,0.008416092
1849,0.054799262
1850,0.114742316
1854,0.045192711
1856,-0.124537267
1857,-0.000978509
1860,0.041145932
1863,-0.041293748
1864,0.067796506
1868,0.114227936
1869,0.085129045
1871,-0.054466546
1873,0.125360236
1885,-0.016251665
1886,0.019041536
1888,-0.08782392
1893,0.016400639
1895,-0.036840715
1897,-0.01444743
1898,0.010515826
1900,0.103249729
1904,0.078500576
1907,-0.071105368
1908,-0.003830653
1912,-0.168985859
1914,-0.020113219
1917,-0.098025568
1918,0.106762312
1922,-0.103742242
1924,-0.050174035
1927,0.026411857
1928,-0.044299804
1933,0.085821867
1935,-0.045653567
1940,0.003506423
1948,-0.158977777
1950,0.143411458
1952,-0.113941774
1953,0.100324035
1954,0.026060414
1955,0.077642538
1958,0.015612196
1959,-0.168425649
1963,-0.091853112
1964,0.050837636
1967,0.062732413
1969,-0.2201024
1974,-0.038356245
1975,-0.074774772
1980,-0.055246279
1993,-0.022702947
1997,0.10462705
2000,0.053497463
2003,0.127586782
2004,0.098597988
2008,-0.004435759
2009,0.04490817
2013,-0.272325039
2016,-0.123807088
2019,0.092753544
2021,0.063450649
2022,0.013548655
2024,-0.015296232
2030,0.038215492
2034,-0.138052687
2038,-0.025434453
2041,0.006447293
2045,0.080114566
2049,0.082179464
2053,-0.08591596
2057,0.05058891
2063,0.017694578
2069,-0.005412931
2071,-0.068081282
2072,0.074158937
2076,-0.000297317
2078,0.038628936
2083,0.008459672
2084,0.042400878
2086,-0.103264138
2087,0.035229847
2089,0.089384809
2091,0.127860397
2093,0.094732225
2096,-0.200239927
2098,0.00784722
2099,-0.046563447
2104,-0.280403376
2106,-0.091531426
2108,0.069770709
2109,-0.09354943
2110,0.01530741
2114,-0.162403733
2116,-0.101560988
2122,0.141550735
2127,-0.002597377
2128,-0.101051897
2130,0.086875789
2133,-0.042261377
2136,0.033770129
2142,0.07080169
2151,-0.109486088
2153,0.102251209
2155,0.058722056
2156,-0.2188963
2158,-0.177579939
2161,-0.096825942
2163,-0.148546413
2165,-0.212037027
2166,-0.166438967
2171,0.103770994
2174,-0.225827783
2175,-0.036383688
2181,0.103938505
2183,-0.028067484
2188,-0.02104261
2193,0.122035541
2197,0.017428171
2199,0.075597882
2201,-0.12572661
2206,0.118327297
2208,-0.075632833
2210,-0.077696986
2221,0.130787522
2222,-0.016283469
2226,-0.031580508
2230,0.069664188
2233,0.021715347
2234,0.064999484
2235,-0.127585977
2245,-0.134786278
2248,-0.164372146
2249,-0.161014587
2252,-0.096234933
2254,-0.098688349
2255,-0.161884934
2256,-0.118239656
2257,0.132728249
2260,0.079975627
2262,0.107085109
2268,-0.090576515
2270,0.043990288
2275,-0.084321842
2277,-0.006091679
2281,0.01131344
2282,-0.124149188
2287,-0.071096316
2288,0.055727482
2290,-0.053522535
2291,0.051736597
2295,0.103817552
2298,-0.02630876
2300,0.003593445
2302,-0.096365415
2306,0.014704846
2307,0.03072824
2308,-0.123182967
2309,0.097361311
2311,-0.077587701
2312,0.029879114
2313,-0.024820246
2320,0.016246807
2321,0.041029602
2324,0.127380893
2329,-0.122856438
2332,0.09630692
2333,0.076530151
2335,0.015876357
2337,-0.060130551
2340,-0.050842129
2344,-0.079334445
2345,0.060856067
2349,-0.00872799
2350,0.096223705
2354,0.084275149
2357,0.000695337
2360,0.036196213
2365,-0.019089986
2377,0.074105799
2382,0.023264661
2384,0.092681848
2388,0.08706069
2391,-0.098404944
2393,0.071124449
2395,-0.005657243
2396,0.0607813
2400,-0.016626824
2401,-0.000713951
2402,0.04676225
2407,-0.034874335
2422,0.082219452
2423,0.075107627
2426,-0.010790536
2430,0.031709064
2432,0.097766355
2433,0.011073634
2436,0.081679314
2438,0.029672267
2439,0.122201741
2449,-0.182688832
2453,0.063952453
2462,0.087556437
2474,0.039421424
2476,-0.175474048
2480,0.053942006
2482,-0.016281907
2492,-0.064942338
2495,0.013836708
2496,-0.100862712
2498,0.050012767
2500,-0.019982539
2501,-0.242875427
2502,0.07541658
2512,0.096881591
2514,-0.021976585
2517,-0.078096136
2518,0.04823244
2520,0.091327652
2524,-0.096030205
2527,0.04794579
2530,-0.178380713
2531,-0.087470762
2534,0.086987525
2536,-0.079699367
2537,0.000953998
2542,0.00728445
2543,-0.088419892
2544,-0.11438781
2545,0.042104781
2546,0.018701561
2550,-0.108500406
2551,-0.13528201
2552,-0.060553223
2554,-0.023929575
2555,0.039161235
2559,0.059572522
2562,0.069804549
2565,-0.043859072
2566,-0.100993454
2567,0.092965916
2568,-0.005226895
2571,-0.019417394
2572,-0.070317954
2573,-0.015119817
2576,0.036121581
2581,-0.260719717
2582,-0.075058796
2584,0.146273106
2588,-0.032626882
2590,0.081420548
2591,0.058679458
2594,-0.059049346
2597,0.089950755
2598,-0.058066048
2600,-0.075748533
2603,-0.065191619
2604,0.051413134
2606,-0.131152466
2608,0.061112911
2613,0.05847884
2615,-0.186896384
2616,-0.055188984
2617,-0.136520892
2625,0.048377663
2626,0.067282692
2631,-0.043097675
2643,0.029214595
2644,-0.137344778
2649,-0.138705909
2650,-0.067743719
2652,0.026130032
2655,0.040969476
2658,-0.144239396
2660,0.003260554
2667,0.043652363
2673,0.027664891
2674,-0.12431401
2676,-0.012194793
2677,-0.037079226
2681,0.041508809
2689,0.057551436
2691,-0.080765724
2693,0.111452185
2696,-0.067225412
2700,0.031206999
2701,0.041878544
2702,0.111778222
2704,-0.076680169
2706,-0.001231879
2707,-0.040321566
2708,-0.096806787
2712,0.050526988
2713,0.032987006
2716,-0.242637664
2717,0.084075361
2721,-0.085376851
2731,-0.039032862
2736,-0.084877886
2740,-0.066885531
2743,-0.043819111
2747,-0.069256619
2748,0.086794063
2749,0.08145462
2758,0.022405803
2759,-0.134242341
2761,-0.001866509
2762,-0.147818506
2763,-0.104275875
2766,0.057390265
2768,-0.056375891
2772,0.113691211
2775,-0.171740085
2776,0.104400404
2777,0.087340057
2781,-0.059121259
2785,0.01873821
2788,0.032638378
2790,0.126390487
2791,0.008533953
2793,0.096714005
2795,-0.134828776
2798,0.052468795
2800,-0.024335319
2801,-0.004612329
2805,0.115422547
2812,-0.11878185
2815,-0.025108946
2816,0.047401693
2819,0.017069206
2821,0.075359821
2828,-0.065531813
2830,0.082777344
2831,0.029377662
2834,0.074732982
2836,-0.207934469
2838,0.028463691
2842,-0.065139443
2843,-0.023152964
2846,0.084254272
2849,0.1182919
2850,0.091327958
2853,-0.108159378
2856,0.065060496
2862,0.030050147
2868,0.056401294
2872,-0.046032324
2878,-0.139639318
2883,0.025045931
2884,0.132773906
2885,0.068711586
2887,0.063637391
2889,0.063669123
2893,-0.114727825
2897,-0.157747179
2898,0.040168956
2901,0.057473712
2905,0.105813384
2907,-0.006680937
2910,-0.134197652
2912,-0.206986278
2914,0.04623552
2921,-0.005901869
2922,-0.127705574
2924,0.10448578
2936,-0.198458046
2938,-0.019771796
2939,-0.110016569
2941,-0.000670256
2950,-0.034952287
2956,0.062084451
2959,0.037307922
2960,-0.142695591
2961,-0.184241995
2962,0.077703625
2966,0.071197227
2970,-0.02857434
2973,0.024188448
2974,0.108112678
2976,-0.250133097
2981,-0.121660858
2983,-0.162843153
2988,-0.07719209
2989,-0.099358507
2994,0.070979945
2995,-0.145233303
3010,-0.047350012
3013,-0.228708923
3015,-0.22539854
3026,-0.066788614
3027,-0.025368668
3036,-0.242628947
3050,0.077525616
3051,0.010915056
3053,-0.252197266
3055,0.094609782
3060,-0.131077945
3062,0.034520045
3063,0.108411133
3064,-0.171817482
3065,0.008453958
3072,-0.064334892
3077,-0.211578637
3078,-0.19980152
3079,-0.108167008
3086,0.104206227
3090,0.089815661
3093,0.057872482
3094,-0.067914739
3098,-0.221486419
3101,0.126687035
3107,0.036444016
3109,0.113991171
3110,0.016151261
3115,0.05347468
3116,0.024042711
3121,0.018641062
3124,-0.151151761
3125,-0.049362697
3126,0.092051558
3129,0.017161064
3130,0.028906526
3131,-0.139433086
3133,-0.135017246
3134,-0.017355174
3135,0.103699625
3140,-0.066334657
3141,-0.133946419
3142,0.067930982
3146,-0.05916781
3150,0.047101013
3154,-0.1316562
3155,-0.081242092
3156,0.109661132
3158,-0.076339006
3164,-0.0103376
3173,-0.063223533
3174,0.036721911
3176,0.057122134
3178,-0.172569722
3181,-0.13404125
3183,0.146930814
3186,-0.078812465
3189,-0.194336981
3190,-0.124638505
3192,-0.03252279
3194,-0.09873838
3195,-0.173718154
3196,0.034431618
3198,0.025394652
3210,0.080380782
3211,-0.104348443
3212,0.020845044
3213,-0.076539181
3214,0.047178261
3216,-0.127734542
3218,-0.142744124
3219,-0.186561614
3221,-0.002480084
3222,-0.109991789
3223,0.097932287
3226,-0.097702108
3228,-0.038716704
3229,-0.149182737
3230,-0.012975566
3231,-0.083871908
3233,-0.038536709
3235,0.000528077
3236,0.054831877
3237,-0.106558114
3239,-0.051347248
3244,0.107616663
3253,-0.113671355
3254,0.078283571
3257,-0.091442667
3258,-0.087968715
3259,0.086722918
3260,0.042128295
3265,-0.034405522
3268,0.048588552
3269,0.07337267
3271,-0.139870584
3273,0.055256046
3274,-0.044050314
3277,0.056676988
3283,0.035167325
3284,0.016284874
3286,-0.227701381
3287,-0.150258005
3289,0.045272212
3294,0.051884167
3296,-0.100466304
3299,-0.104860812
3303,0.05603518
3310,-0.085571721
3311,0.110511549
3312,0.057303894
3315,-0.157498807
3325,0.028722411
3327,-0.085828237
3332,0.040098503
3333,0.071294464
3335,0.0741181
3342,-0.147696733
3346,-0.265649766
3348,0.118811436
3353,-0.073021501
3360,0.038387444
3366,-0.178116873
3367,-0.125213861
3377,0.019874007
3382,0.044562206
3384,-0.144331232
3385,0.011561496
3391,0.048503868
3392,0.116386838
3395,0.004777541
3396,0.036717348
3399,-0.067778379
3409,0.074230075
3413,-0.141114563
3415,0.046581574
3416,-0.00343222
3417,-0.258069336
3424,-0.117962413
3425,0.10651771
3430,-0.111954004
3432,0.118788742
3434,-0.087138265
3435,0.010416411
3437,-0.136115789
3442,-0.054791808
3443,-0.112610094
3448,0.019078638
3450,0.072638616
3452,0.061649531
3457,-0.205408901
3464,0.035320845
3465,0.153825462
3466,0.012240444
3468,-0.003994004
3470,0.092415258
3476,0.028715411
3489,0.108327508
3493,-0.000860689
3494,0.057361118
3495,-0.005791543
3497,-0.047334537
3498,0.073745348
3499,0.0596224
3519,0.00417736
3522,-0.010094931
3523,-0.054717511
3525,-0.13140358
3526,-0.02872053
3528,0.00855884
3530,0.028508835
3531,0.03210273
3533,0.092485242
3535,-0.058143817
3537,0.030910917
3538,0.032007553
3542,-0.03878355
3543,-0.112772673
3546,-0.218553096
3547,-0.122329257
3548,-0.101863779
3549,0.047436934
3550,0.063801505
3551,0.090944454
3552,-0.176119
3559,-0.162484199
3561,0.031881716
3564,-0.004111432
3569,0.028590521
3573,0.091716632
3576,0.055476129
3580,-0.161486059
3582,0.017837748
3585,0.061241865
3587,-0.126523852
3590,-0.0639522
3595,0.090273991
3597,0.122683845
3599,0.0784574
3600,0.059021689
3602,0.038928613
3604,-0.021943919
3608,-0.114030898
3609,-0.001581024
3610,-0.120375209
3613,0.08929877
3616,0.004552115
3617,0.082992569
3621,-0.12366233
3630,0.064797051
3631,-0.048465654
3632,-0.163858712
3635,0.031103564
3636,-0.018155422
3637,-0.194831684
3639,0.005054442
3641,-0.150647819
3643,-0.162950665
3660,-0.146295339
3662,-0.016361875
3673,-0.091136187
3674,-0.089508064
3684,0.126173794
3687,0.111696847
3688,-0.271372676
3693,0.077929586
3694,-0.069005065
3698,-0.142344847
3701,-0.146204203
3702,0.117663942
3707,0.060452119
3712,0.133134276
3716,0.062130574
3717,0.055632688
3719,-0.10057383
3723,0.149392411
3724,-0.175335497
3726,0.107194431
3733,0.008077264
3734,-0.066824719
3741,0.089877903
3749,-0.07988745
3750,-0.050744355
3755,0.124940224
3759,0.02946532
3761,-0.025593752
3767,-0.199786425
3769,0.068728663
3771,0.003348123
3775,-0.186636925
3777,-0.254418612
3778,-0.165578619
3781,-0.158878356
3783,0.047872942
3784,-0.081690229
3789,0.026912671
3791,-0.060455009
3795,-0.189442158
3796,0.027916152
3798,0.108037136
3802,-0.003262142
3806,-0.052952267
3812,-0.108817808
3813,0.116774611
3814,-0.178672105
3816,0.050842322
3818,0.055115905
3819,0.119212046
3822,0.116335824
3824,-0.112644143
3828,-0.021720419
3833,0.032555811
3838,-0.209379166
3839,0.030487601
3841,-0.183669567
3842,0.031737804
3844,0.084436044
3845,-0.074690834
3847,-0.151413783
3851,0.127664149
3853,0.161398828
3856,-0.210391581
3861,0.004190393
3862,0.069416314
3865,-0.153131753
3868,0.078936867
3869,0.075597882
3870,0.062840916
3873,-0.083486393
3878,0.002001565
3882,-0.063571937
3883,-0.149273574
3884,-0.090450533
3894,0.060585245
3901,0.042282119
3902,-0.054659881
3907,-0.05399061
3914,0.017807227
3918,0.016021824
3920,-0.097965859
3932,0.063372582
3936,0.050638564
3938,0.061996121
3949,0.071656518
3951,-0.168016359
3955,0.065594234
3964,-0.047195077
3965,-0.054417625
3969,0.060638342
3972,-0.106760129
3976,-0.016315442
3983,-0.204718202
3984,0.039860144
3985,0.032177173
3986,-0.188076869
3990,0.088606291
3991,-0.141316921
3997,0.016360445
4002,-0.154338032
4003,-0.086844973
4009,0.011088502
4010,0.082881913
4011,-0.052007072
4016,0.02148499
4018,-0.111467965
4020,0.042754047
4022,-0.204733342
4024,0.038760647
4027,-0.031966686
4030,0.12656796
4031,-0.099826172
4032,-0.064050384
4033,0.099186137
4034,-0.074844159
4036,-0.153663605
4038,-0.09492261
4040,-0.184702635
4047,-0.042081557
4048,-0.107870854
4051,-0.00635744
4052,0.06666249
4054,0.050287746
4057,-0.038346007
4059,-0.071406096
4062,0.067581765
4064,-0.074368782
4065,0.108595029
4066,0.045581255
4072,0.061410062
4074,0.022873368
4078,-0.135726199
4080,-0.196919948
4081,0.101070099
4082,-0.011839453
4084,0.036343798
4085,0.059298731
4089,0.045631163
4090,0.041404027
4100,-0.062732168
4101,0.098974198
4111,0.00835409
4118,-0.063628897
4119,-0.158872247
4120,-0.205971628
4128,-0.086656809
4131,0.048056852
4134,-0.241255507
4138,0.040483166
4139,-0.047829472
4141,-0.117656976
4142,0.098564409
4151,-0.001247967
4154,0.061730772
4156,-0.001533706
4157,-0.062547237
4158,-0.155919954
4168,0.048185166
4171,0.028844055
4174,0.035160121
4176,-0.028720468
4178,0.053627774
4182,0.037068017
4191,0.051847126
4197,0.104961768
4198,-0.123535052
4201,0.077365994
4205,0.082324095
4207,-0.080862291
4209,0.098192416
4210,-0.005752534
4211,0.051490508
4214,-0.165619195
4215,0.082013778
4216,-0.008443903
4217,-0.091262184
4218,0.118773356
4220,0.066609867
4222,-0.24763827
4225,0.056426436
4226,0.046681806
4232,-0.020603376
4235,-0.079352297
4242,-0.016098246
4254,0.071199201
4257,0.043614749
4258,-0.087395042
4259,0.041233748
4264,0.00835778
4265,-0.154262364
4266,-0.084564447
4267,0.033107486
4270,0.028940018
4271,0.034458168
4277,-0.180065036
4278,-0.139948994
4282,0.011478662
4287,-0.092874199
4288,-0.082903013
4289,0.08245942
4292,-0.059984781
4293,-0.107937768
4294,-0.014802825
4295,-0.140947089
4299,0.075324439
4301,0.088079333
4303,0.026926327
4308,0.051779121
4309,0.13237974
4310,0.040985547
4326,0.06904757
4333,-0.04792162
4334,-0.188222855
4337,-0.10382022
4338,0.082454741
4339,0.050049528
4340,-0.016322698
4341,-0.033754647
4342,0.045870911
4346,-0.127730757
4350,-0.118024386
4353,0.068749763
4357,-0.162339017
4362,0.03806404
4366,-0.272910446
4373,0.056869548
4375,-0.122159153
4377,0.046995997
4380,0.132121965
4381,0.054850414
4383,-0.236341655
4388,-0.034227811
4390,0.069193527
4392,0.030215019
4396,0.117659405
4401,-0.129799008
4402,-0.186877772
4404,0.038974427
4407,-0.266232103
4416,-0.033816032
4421,-0.084324263
4422,0.083303772
4427,0.08965309
4430,-0.117053576
4433,0.068858609
4436,0.030040426
4439,-0.04446337
4442,0.077194922
4446,0.021263747
4448,-0.091543585
4450,-0.084482342
4451,0.099226348
4452,0.083067954
4459,-0.066965051
4466,0.075847968
4470,0.028600577
4479,-0.192184612
4481,0.004170742
4497,-0.062478073
4498,0.11329376
4499,0.06022653
4504,-0.107708909
4505,0.045340471
4506,0.050064433
4507,0.026664607
4508,0.108403467
4509,-0.067401052
4510,0.015738007
4515,-0.093571916
4520,-0.05394572
4521,0.084693946
4523,0.076616019
4525,0.034398712
4526,-0.018635336
4529,0.038678735
4532,0.08521118
4536,0.080117501
4537,-0.184624732
4541,0.002013788
4551,0.055771802
4553,0.025902331
4555,0.00156616
4561,-0.047050618
4568,0.093781024
4575,-0.247659788
4577,-0.163132906
4579,0.00297582
4581,-0.020210763
4582,0.062028639
4583,-0.095799454
4584,-0.06385453
4586,-0.096252687
4587,0.048841916
4594,-0.045413937
4601,0.039583784
